id,severity,msg,verbose,cwe,file,line,column,symbol,info
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,410,23,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,454,18,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,470,23,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,489,18,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,504,23,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,720,57,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,1465,28,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,1469,17,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,1470,17,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,1526,0,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,1527,0,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,1528,0,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,1531,0,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,1557,0,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,1561,0,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,1593,0,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,1597,0,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,1709,0,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,1727,0,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,1728,0,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,1729,0,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,1731,0,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,1732,0,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,1733,0,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,1747,0,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,1786,28,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,1813,0,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,1818,0,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,1953,27,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,1980,0,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,2010,0,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/nanoflann.hpp,2011,0,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/tic_toc.h,42,61,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,map/map.h,201,17,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,map/map.h,202,17,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,feature_manager.h,179,25,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,feature_manager.h,182,34,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,initial/initial_sfm.h,28,17,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,26,97,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,30,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,31,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,32,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,33,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,34,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,35,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,100,27,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,104,32,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,107,36,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,110,36,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,113,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,114,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,116,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,117,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,118,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,119,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,120,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,121,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,123,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,124,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,125,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,126,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,127,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,131,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,132,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,133,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,134,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,135,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,136,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,137,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,138,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,139,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,140,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,141,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,142,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,188,25,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,201,50,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,202,50,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,204,50,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,206,50,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,207,50,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,219,26,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,222,26,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,225,26,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,227,26,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,228,26,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,233,26,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,234,26,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,236,41,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,237,34,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,239,25,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,240,25,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,241,25,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/integration_base.h,242,25,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,21,53,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,75,40,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,79,29,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,89,80,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,91,80,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,94,80,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,97,80,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,99,80,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,116,40,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,118,40,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,127,40,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,130,82,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,133,40,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,151,45,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,153,45,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,154,45,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,161,45,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,164,94,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,168,45,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,170,45,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,171,45,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,173,45,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,176,45,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,190,40,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,198,40,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,201,81,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,215,45,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,218,45,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/imu_factor.h,221,45,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,initial/initial_alignment.h,28,60,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,initial/initial_alignment.h,32,0,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/pose_local_parameterization.h,48,25,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/projection_factor.h,17,59,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/projection_factor.h,32,26,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/projection_factor.h,33,25,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/projection_td_factor.h,17,61,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/projection_td_factor.h,32,26,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/projection_td_factor.h,33,31,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/projection_td_factor.h,34,16,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/projection_td_factor.h,35,25,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/projection_td_factor.h,36,17,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/marginalization_factor.h,41,37,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/marginalization_factor.h,42,45,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/marginalization_factor.h,58,28,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/marginalization_factor.h,59,28,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/marginalization_factor.h,81,10,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/marginalization_factor.h,82,28,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/marginalization_factor.h,84,28,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/marginalization_factor.h,85,28,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/laser_2d_factor.h,18,56,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/laser_2d_factor.h,27,25,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/geometry_utils.h,88,16,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/geometry_utils.h,143,20,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/geometry_utils.h,145,20,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/p2l_analytic_icp_factor.h,14,63,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/p2l_analytic_icp_factor.h,29,30,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,18,32,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,32,40,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,33,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,34,40,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,37,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,38,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,46,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,47,33,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,51,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,52,34,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,78,29,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,79,29,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,80,36,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,97,37,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,98,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,99,37,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,101,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,102,37,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,103,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,104,37,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,107,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,108,45,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,109,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,110,45,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,119,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,120,34,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,123,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,124,34,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,127,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,128,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,153,29,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,156,36,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,171,40,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,175,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,176,37,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,178,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,179,37,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,182,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,183,45,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,184,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,185,45,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,194,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,195,34,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,198,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,200,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,201,37,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,226,29,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,227,36,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,242,37,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,243,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,244,37,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,246,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,248,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,251,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,252,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,284,29,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,315,40,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,319,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,320,37,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,322,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,323,37,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,330,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,331,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,334,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,338,36,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_factor.h,339,37,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_2d_factor.h,18,56,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/lidar_2d_factor.h,27,25,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,laser/laser_manager.h,125,36,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,laser/laser_manager.h,142,36,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,laser/laser_manager.h,180,37,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,laser/laser_manager.h,184,30,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,laser/laser_manager.h,185,37,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,laser/feature_laser.h,13,35,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/projection_fixdepth_td_factor.h,11,40,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/projection_fixdepth_td_factor.h,27,24,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/projection_fixdepth_td_factor.h,28,29,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/projection_fixdepth_td_factor.h,29,14,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/projection_fixdepth_td_factor.h,31,23,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,factor/projection_fixdepth_td_factor.h,32,15,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,map/icp_association.h,48,20,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,map/icp_association.h,49,20,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,map/icp_association.h,50,20,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,map/icp_association.h,51,20,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,encoder/encoder_manager.h,22,18,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,lidar/lidar_manager.h,112,20,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.h,286,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.h,291,19,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.h,292,19,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.h,304,21,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.h,305,21,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.h,309,19,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.h,317,23,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.h,336,18,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.h,366,15,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.h,392,15,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.h,398,39,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/visualization.h,38,31,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/visualization.h,39,32,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/visualization.h,41,35,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,utility/visualization.h,45,21,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.cpp,26,51,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.cpp,57,29,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.cpp,113,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.cpp,483,27,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.cpp,571,23,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.cpp,593,48,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.cpp,603,48,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.cpp,621,12,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.cpp,662,15,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.cpp,663,12,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.cpp,668,18,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.cpp,721,23,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.cpp,866,15,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.cpp,951,34,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.cpp,1300,17,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.cpp,1305,20,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.cpp,1325,10,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.cpp,1344,16,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.cpp,1375,22,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.cpp,1434,19,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.cpp,1591,26,,
misra-c2012-12.3,style,The comma operator should not be used,The comma operator should not be used,,estimator.cpp,1594,22,,
